Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_09_PhysicalDevices,Firefox 57.0,,2017-12-05 18:39:13,2017-12-05 18:39:37,"23,406s",PASSED
,,,,,,
Test Cases/09_PhysicalDevices/TC_091_PhysicalDevices - Verifica Intestazioni,Firefox 57.0,,2017-12-05 18:39:14,2017-12-05 18:39:37,"22,805s",PASSED
callTestCase,Firefox 57.0,,2017-12-05 18:39:15,2017-12-05 18:39:31,"15,696s",PASSED
Statement - viewPort = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getViewportWidth(),Firefox 57.0,,2017-12-05 18:39:31,2017-12-05 18:39:31,"0,467s",PASSED
Statement - If (viewPort < 1400),Firefox 57.0,,2017-12-05 18:39:31,2017-12-05 18:39:32,"0,421s",PASSED
focus,Firefox 57.0,,2017-12-05 18:39:32,2017-12-05 18:39:32,"0,286s",PASSED
click,Firefox 57.0,,2017-12-05 18:39:32,2017-12-05 18:39:32,"0,273s",PASSED
click,Firefox 57.0,,2017-12-05 18:39:32,2017-12-05 18:39:32,"0,090s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:32,2017-12-05 18:39:33,"0,712s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,056s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,074s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,037s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,091s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,028s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,020s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,019s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,019s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,026s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,021s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,019s",PASSED
comment,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:33,"0,011s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:33,2017-12-05 18:39:35,"1,664s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:35,2017-12-05 18:39:35,"0,098s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:35,2017-12-05 18:39:36,"0,274s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:36,"0,097s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:36,"0,145s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:36,"0,080s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:36,"0,067s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:36,"0,072s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:36,"0,066s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:36,"0,056s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:36,"0,079s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:36,"0,078s",PASSED
closeBrowser,Firefox 57.0,,2017-12-05 18:39:36,2017-12-05 18:39:37,"0,343s",PASSED
