Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_10_Bootloaders,Chrome 62.0.3202.94,,2017-12-05 18:29:37,2017-12-05 18:29:51,"13,415s",FAILED
,,,,,,
Test Cases/10_Bootloaders/10b_BootloadersNew/TC_10b1_BootloadersNew - Verifica Intestazioni,Chrome 62.0.3202.94,,2017-12-05 18:29:38,2017-12-05 18:29:50,"12,234s",FAILED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 18:29:39,2017-12-05 18:29:49,"10,312s",PASSED
Statement - viewPort = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getViewportWidth(),Chrome 62.0.3202.94,,2017-12-05 18:29:49,2017-12-05 18:29:49,"0,046s",PASSED
Statement - If (viewPort < 1400),Chrome 62.0.3202.94,,2017-12-05 18:29:49,2017-12-05 18:29:49,"0,209s",PASSED
focus,Chrome 62.0.3202.94,,2017-12-05 18:29:49,2017-12-05 18:29:49,"0,158s",PASSED
click,Chrome 62.0.3202.94,,2017-12-05 18:29:49,2017-12-05 18:29:50,"0,540s",FAILED
