Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_03_ProductFamilies,Chrome 62.0.3202.94,,2017-12-05 18:23:52,2017-12-05 18:24:40,"47,960s",FAILED
,,,,,,
Test Cases/03_ProductFamilies/03a_Page_ProductFamilies-List/TC_03a1 PFList-Verifica Intestazioni,Chrome 62.0.3202.94,,2017-12-05 18:23:53,2017-12-05 18:24:10,"17,250s",PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 18:23:54,2017-12-05 18:24:06,"11,398s",PASSED
Statement - viewPort = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getViewportWidth(),Chrome 62.0.3202.94,,2017-12-05 18:24:06,2017-12-05 18:24:06,"0,043s",PASSED
Statement - If (viewPort < 1400),Chrome 62.0.3202.94,,2017-12-05 18:24:06,2017-12-05 18:24:06,"0,154s",PASSED
focus,Chrome 62.0.3202.94,,2017-12-05 18:24:06,2017-12-05 18:24:06,"0,251s",PASSED
click,Chrome 62.0.3202.94,,2017-12-05 18:24:06,2017-12-05 18:24:06,"0,170s",PASSED
focus,Chrome 62.0.3202.94,,2017-12-05 18:24:06,2017-12-05 18:24:06,"0,115s",PASSED
click,Chrome 62.0.3202.94,,2017-12-05 18:24:06,2017-12-05 18:24:06,"0,176s",PASSED
click,Chrome 62.0.3202.94,Apertura pagina PL > Datasheet,2017-12-05 18:24:06,2017-12-05 18:24:07,"0,200s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,Verifica le intestazioni della tabella,2017-12-05 18:24:07,2017-12-05 18:24:07,"0,640s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:24:07,2017-12-05 18:24:09,"1,397s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,Verifica le intestazioni della tabella,2017-12-05 18:24:09,2017-12-05 18:24:09,"0,045s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:24:09,2017-12-05 18:24:09,"0,186s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,Verifica le intestazioni della tabella,2017-12-05 18:24:09,2017-12-05 18:24:09,"0,050s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:24:09,2017-12-05 18:24:09,"0,182s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,Verifica le intestazioni della tabella,2017-12-05 18:24:09,2017-12-05 18:24:09,"0,043s",PASSED
