Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:01,2017-12-05 18:57:01,"0,152s",PASSED
click,Chrome 62.0.3202.94,,2017-12-05 18:57:01,2017-12-05 18:57:02,"0,164s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:02,"0,061s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:02,"0,148s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:02,"0,055s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:02,"0,136s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:02,"0,049s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:02,"0,128s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:02,"0,044s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:02,"0,128s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:02,"0,068s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:02,2017-12-05 18:57:03,"0,121s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:03,2017-12-05 18:57:03,"0,041s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:03,2017-12-05 18:57:03,"0,086s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:03,2017-12-05 18:57:03,"0,445s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:03,2017-12-05 18:57:04,"0,499s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:04,2017-12-05 18:57:04,"0,048s",PASSED
verifyTextPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:04,2017-12-05 18:57:04,"0,373s",PASSED
click,Chrome 62.0.3202.94,,2017-12-05 18:57:04,2017-12-05 18:57:04,"0,213s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:04,2017-12-05 18:57:04,"0,078s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:04,2017-12-05 18:57:04,"0,133s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:04,2017-12-05 18:57:05,"0,072s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:05,2017-12-05 18:57:05,"0,149s",PASSED
click,Chrome 62.0.3202.94,,2017-12-05 18:57:05,2017-12-05 18:57:05,"0,208s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:05,2017-12-05 18:57:05,"0,046s",PASSED
verifyTextPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:05,2017-12-05 18:57:05,"0,323s",PASSED
click,Chrome 62.0.3202.94,,2017-12-05 18:57:05,2017-12-05 18:57:05,"0,163s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:05,2017-12-05 18:57:06,"0,067s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:06,2017-12-05 18:57:06,"0,102s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:06,2017-12-05 18:57:06,"0,072s",PASSED
verifyElementText,Chrome 62.0.3202.94,,2017-12-05 18:57:06,2017-12-05 18:57:06,"0,159s",PASSED
click,Chrome 62.0.3202.94,,2017-12-05 18:57:06,2017-12-05 18:57:06,"0,184s",PASSED
verifyElementPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:06,2017-12-05 18:57:06,"0,056s",PASSED
verifyTextPresent,Chrome 62.0.3202.94,,2017-12-05 18:57:06,2017-12-05 18:57:06,"0,300s",PASSED
Statement - If (viewportWidth < 1400),Chrome 62.0.3202.94,,2017-12-05 18:57:06,2017-12-05 18:57:07,"0,164s",PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 18:57:07,2017-12-05 18:57:08,"1,054s",PASSED
,,,,,,
Test Cases/00b_HomePage/TC_00b2_Verifica presenza menu utente,Chrome 62.0.3202.94,Verifica la presenza del menu utente,2017-12-05 18:57:08,2017-12-05 18:57:22,"13,894s",PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 18:57:08,2017-12-05 18:57:19,"10,849s",PASSED
Statement - selfWindowTitle = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 62.0.3202.94,,2017-12-05 18:57:19,2017-12-05 18:57:19,"0,014s",PASSED
verifyEqual,Chrome 62.0.3202.94,,2017-12-05 18:57:19,2017-12-05 18:57:19,"0,002s",PASSED
comment,Chrome 62.0.3202.94,,2017-12-05 18:57:19,2017-12-05 18:57:19,"0,013s",PASSED
Statement - viewPort = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getViewportWidth(),Chrome 62.0.3202.94,,2017-12-05 18:57:19,2017-12-05 18:57:19,"0,018s",PASSED
Statement - If (viewPort < 1400),Chrome 62.0.3202.94,,2017-12-05 18:57:19,2017-12-05 18:57:21,"1,958s",PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 18:57:21,2017-12-05 18:57:22,"0,732s",PASSED
,,,,,,
Test Cases/00b_HomePage/TC_00b3_Verifica Funzione Logout,Chrome 62.0.3202.94,Verifica della funzione di Logout,2017-12-05 18:57:22,2017-12-05 18:57:37,"15,818s",PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 18:57:22,2017-12-05 18:57:33,"10,822s",PASSED
Statement - selfWindowTitle = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Chrome 62.0.3202.94,,2017-12-05 18:57:33,2017-12-05 18:57:33,"0,014s",PASSED
verifyEqual,Chrome 62.0.3202.94,,2017-12-05 18:57:33,2017-12-05 18:57:33,"0,003s",PASSED
comment,Chrome 62.0.3202.94,,2017-12-05 18:57:33,2017-12-05 18:57:33,"0,001s",PASSED
Statement - viewPort = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getViewportWidth(),Chrome 62.0.3202.94,,2017-12-05 18:57:33,2017-12-05 18:57:33,"0,028s",PASSED
Statement - If (viewPort < 1400),Chrome 62.0.3202.94,,2017-12-05 18:57:33,2017-12-05 18:57:35,"2,265s",PASSED
click,Chrome 62.0.3202.94,,2017-12-05 18:57:35,2017-12-05 18:57:36,"0,930s",PASSED
verifyElementVisible,Chrome 62.0.3202.94,,2017-12-05 18:57:36,2017-12-05 18:57:36,"0,262s",PASSED
verifyElementVisible,Chrome 62.0.3202.94,,2017-12-05 18:57:36,2017-12-05 18:57:36,"0,097s",PASSED
verifyElementVisible,Chrome 62.0.3202.94,,2017-12-05 18:57:36,2017-12-05 18:57:37,"0,086s",PASSED
callTestCase,Chrome 62.0.3202.94,,2017-12-05 18:57:37,2017-12-05 18:57:37,"0,909s",PASSED
