Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
FullSuite,Firefox 56.0,,2017-10-13 17:45:21,2017-10-13 17:47:28,"2m - 7,010s",PASSED
,,,,,,
Test Cases/page1_loginPage/TC_01_apertura pagina di login-closeBrowser,Firefox 56.0,Apertura pagina e verifica esistenza degli oggetti corretti,2017-10-13 17:45:22,2017-10-13 17:45:34,"12,149s",PASSED
openBrowser,Firefox 56.0,,2017-10-13 17:45:23,2017-10-13 17:45:30,"7,210s",PASSED
maximizeWindow,Firefox 56.0,,2017-10-13 17:45:30,2017-10-13 17:45:31,"0,705s",PASSED
navigateToUrl,Firefox 56.0,,2017-10-13 17:45:31,2017-10-13 17:45:32,"1,291s",PASSED
verifyElementPresent,Firefox 56.0,,2017-10-13 17:45:32,2017-10-13 17:45:32,"0,336s",PASSED
verifyElementPresent,Firefox 56.0,,2017-10-13 17:45:32,2017-10-13 17:45:32,"0,083s",PASSED
verifyElementPresent,Firefox 56.0,,2017-10-13 17:45:32,2017-10-13 17:45:33,"0,091s",PASSED
verifyElementPresent,Firefox 56.0,,2017-10-13 17:45:33,2017-10-13 17:45:33,"0,108s",PASSED
closeBrowser,Firefox 56.0,,2017-10-13 17:45:33,2017-10-13 17:45:34,"1,181s",PASSED
,,,,,,
Test Cases/page1_loginPage/TC_02_Credenziali corrette,Firefox 56.0,Inserimento credenziali corrette e verifica indirizzamento homepage,2017-10-13 17:45:34,2017-10-13 17:45:50,"16,117s",PASSED
callTestCase,Firefox 56.0,,2017-10-13 17:45:35,2017-10-13 17:45:42,"7,075s",PASSED
setText,Firefox 56.0,,2017-10-13 17:45:42,2017-10-13 17:45:42,"0,632s",PASSED
setText,Firefox 56.0,,2017-10-13 17:45:42,2017-10-13 17:45:43,"0,558s",PASSED
click,Firefox 56.0,,2017-10-13 17:45:43,2017-10-13 17:45:43,"0,478s",PASSED
waitForElementPresent,Firefox 56.0,,2017-10-13 17:45:43,2017-10-13 17:45:49,"5,312s",PASSED
Statement - selfWindowTitle = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getWindowTitle(),Firefox 56.0,,2017-10-13 17:45:49,2017-10-13 17:45:49,"0,496s",PASSED
verifyEqual,Firefox 56.0,,2017-10-13 17:45:49,2017-10-13 17:45:49,"0,017s",PASSED
Statement - selfUrl = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 56.0,,2017-10-13 17:45:49,2017-10-13 17:45:49,"0,068s",PASSED
verifyEqual,Firefox 56.0,,2017-10-13 17:45:49,2017-10-13 17:45:49,"0,003s",PASSED
closeBrowser,Firefox 56.0,,2017-10-13 17:45:49,2017-10-13 17:45:50,"0,824s",PASSED
,,,,,,
Test Cases/page1_loginPage/TC_03_Credenziali vuote,Firefox 56.0,Inserimento credenziali vuote e verifica messaggio d'errore,2017-10-13 17:45:50,2017-10-13 17:45:59,"8,881s",PASSED
callTestCase,Firefox 56.0,,2017-10-13 17:45:50,2017-10-13 17:45:57,"6,130s",PASSED
setText,Firefox 56.0,,2017-10-13 17:45:57,2017-10-13 17:45:57,"0,408s",PASSED
setText,Firefox 56.0,,2017-10-13 17:45:57,2017-10-13 17:45:57,"0,479s",PASSED
click,Firefox 56.0,,2017-10-13 17:45:57,2017-10-13 17:45:58,"0,509s",PASSED
verifyElementVisible,Firefox 56.0,,2017-10-13 17:45:58,2017-10-13 17:45:58,"0,260s",PASSED
closeBrowser,Firefox 56.0,,2017-10-13 17:45:58,2017-10-13 17:45:59,"0,782s",PASSED
,,,,,,
Test Cases/page1_loginPage/TC_04_Credenziali  - pass no,Firefox 56.0,"Inserimento user corretto - password errata, visualizzazione del corretto messaggio d'errore",2017-10-13 17:45:59,2017-10-13 17:46:08,"8,780s",PASSED
callTestCase,Firefox 56.0,,2017-10-13 17:45:59,2017-10-13 17:46:06,"6,425s",PASSED
setText,Firefox 56.0,,2017-10-13 17:46:06,2017-10-13 17:46:06,"0,314s",PASSED
setText,Firefox 56.0,,2017-10-13 17:46:06,2017-10-13 17:46:06,"0,291s",PASSED
click,Firefox 56.0,,2017-10-13 17:46:06,2017-10-13 17:46:07,"0,419s",PASSED
verifyElementVisible,Firefox 56.0,,2017-10-13 17:46:07,2017-10-13 17:46:07,"0,278s",PASSED
closeBrowser,Firefox 56.0,,2017-10-13 17:46:07,2017-10-13 17:46:08,"0,702s",PASSED
,,,,,,
Test Cases/page1_loginPage/TC_06_Credenziali - user no,Firefox 56.0,Inserimento credenziali user errato - password corretta e verifica corretto messaggio d'errore,2017-10-13 17:46:08,2017-10-13 17:46:17,"9,521s",PASSED
callTestCase,Firefox 56.0,,2017-10-13 17:46:08,2017-10-13 17:46:15,"6,902s",PASSED
setText,Firefox 56.0,,2017-10-13 17:46:15,2017-10-13 17:46:16,"0,413s",PASSED
setText,Firefox 56.0,,2017-10-13 17:46:16,2017-10-13 17:46:16,"0,404s",PASSED
click,Firefox 56.0,,2017-10-13 17:46:16,2017-10-13 17:46:16,"0,373s",PASSED
verifyElementVisible,Firefox 56.0,,2017-10-13 17:46:16,2017-10-13 17:46:17,"0,271s",PASSED
closeBrowser,Firefox 56.0,,2017-10-13 17:46:17,2017-10-13 17:46:17,"0,751s",PASSED
,,,,,,
Test Cases/page1_loginPage/TC_06_Credenziali Errate,Firefox 56.0,Inserimento entrambe credenziali errate e verifica messaggio d'errore,2017-10-13 17:46:17,2017-10-13 17:46:27,"9,691s",PASSED
callTestCase,Firefox 56.0,,2017-10-13 17:46:18,2017-10-13 17:46:24,"6,751s",PASSED
setText,Firefox 56.0,,2017-10-13 17:46:24,2017-10-13 17:46:25,"0,555s",PASSED
setText,Firefox 56.0,,2017-10-13 17:46:25,2017-10-13 17:46:26,"0,536s",PASSED
click,Firefox 56.0,,2017-10-13 17:46:26,2017-10-13 17:46:26,"0,451s",PASSED
verifyElementVisible,Firefox 56.0,,2017-10-13 17:46:26,2017-10-13 17:46:26,"0,244s",PASSED
closeBrowser,Firefox 56.0,,2017-10-13 17:46:26,2017-10-13 17:46:27,"0,851s",PASSED
,,,,,,
Test Cases/page2_HomePage/TC_08 Verifica funzionamento Menu BenGen,Firefox 56.0,Verifica esistenza delle voci di menu e del menu BenGen,2017-10-13 17:46:27,2017-10-13 17:46:50,"23,180s",PASSED
callTestCase,Firefox 56.0,,2017-10-13 17:46:28,2017-10-13 17:46:42,"14,119s",PASSED
