Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS_06_CountryStandards,Firefox 57.0,,2017-12-05 18:38:01,2017-12-05 18:38:22,"20,695s",PASSED
,,,,,,
Test Cases/06_CountryStandards/TC_061_Country Standards - Verifica Intestazioni,Firefox 57.0,,2017-12-05 18:38:02,2017-12-05 18:38:22,"20,176s",PASSED
callTestCase,Firefox 57.0,,2017-12-05 18:38:03,2017-12-05 18:38:18,"14,961s",PASSED
Statement - viewPort = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getViewportWidth(),Firefox 57.0,,2017-12-05 18:38:18,2017-12-05 18:38:18,"0,219s",PASSED
Statement - If (viewPort < 1400),Firefox 57.0,,2017-12-05 18:38:18,2017-12-05 18:38:19,"0,732s",PASSED
focus,Firefox 57.0,,2017-12-05 18:38:19,2017-12-05 18:38:19,"0,254s",PASSED
click,Firefox 57.0,,2017-12-05 18:38:19,2017-12-05 18:38:19,"0,267s",PASSED
click,Firefox 57.0,,2017-12-05 18:38:19,2017-12-05 18:38:19,"0,063s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:38:19,2017-12-05 18:38:20,"0,547s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:38:20,2017-12-05 18:38:20,"0,022s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:38:20,2017-12-05 18:38:20,"0,024s",PASSED
verifyElementPresent,Firefox 57.0,,2017-12-05 18:38:20,2017-12-05 18:38:20,"0,028s",PASSED
comment,Firefox 57.0,,2017-12-05 18:38:20,2017-12-05 18:38:20,"0,012s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:38:20,2017-12-05 18:38:21,"1,398s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:38:21,2017-12-05 18:38:22,"0,079s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:38:22,2017-12-05 18:38:22,"0,066s",PASSED
verifyElementText,Firefox 57.0,,2017-12-05 18:38:22,2017-12-05 18:38:22,"0,092s",PASSED
closeBrowser,Firefox 57.0,,2017-12-05 18:38:22,2017-12-05 18:38:22,"0,282s",PASSED
